trial 	problem size 	threads 	time
line:  1
1	33554431	1	0.155297	
2	33554431	1	0.163494	
3	33554431	1	0.154694	
4	33554431	1	0.154534	
5	33554431	1	0.154533	
6	33554431	1	0.154449	
7	33554431	1	0.154634	
8	33554431	1	0.154561	
9	33554431	1	0.154429	
10	33554431	1	0.154643	
1	67108862	2	0.280557	
2	67108862	2	0.265622	
3	67108862	2	0.268931	
4	67108862	2	0.269417	
5	67108862	2	0.265490	
6	67108862	2	0.264783	
7	67108862	2	0.269704	
8	67108862	2	0.269664	
9	67108862	2	0.269305	
10	67108862	2	0.264171	
1	134217724	4	0.277640	
2	134217724	4	0.278873	
3	134217724	4	0.273581	
4	134217724	4	0.272014	
5	134217724	4	0.273010	
6	134217724	4	0.277479	
7	134217724	4	0.267185	
8	134217724	4	0.266789	
9	134217724	4	0.261140	
10	134217724	4	0.312373	
1	268435448	8	0.398130	
2	268435448	8	0.373990	
3	268435448	8	0.360024	
4	268435448	8	0.344338	
5	268435448	8	0.337297	
6	268435448	8	0.351184	
7	268435448	8	0.351172	
8	268435448	8	0.361673	
9	268435448	8	0.352811	
10	268435448	8	0.345098	
1	536870896	16	0.362892	
2	536870896	16	0.351029	
3	536870896	16	0.359959	
4	536870896	16	0.375229	
5	536870896	16	0.370571	
6	536870896	16	0.376693	
7	536870896	16	0.378384	
8	536870896	16	0.361179	
9	536870896	16	0.364844	
10	536870896	16	0.386016	

line:  2
1	67108862	1	0.319701	
2	67108862	1	0.319562	
3	67108862	1	0.319171	
4	67108862	1	0.319285	
5	67108862	1	0.319445	
6	67108862	1	0.319408	
7	67108862	1	0.319400	
8	67108862	1	0.323585	
9	67108862	1	0.319183	
10	67108862	1	0.319917	
1	134217724	2	0.498313	
2	134217724	2	0.356159	
3	134217724	2	0.449892	
4	134217724	2	0.354952	
5	134217724	2	0.446369	
6	134217724	2	0.355143	
7	134217724	2	0.439696	
8	134217724	2	0.438697	
9	134217724	2	0.470279	
10	134217724	2	0.357509	
1	268435448	4	0.570730	
2	268435448	4	0.573151	
3	268435448	4	0.536209	
4	268435448	4	0.471786	
5	268435448	4	0.477434	
6	268435448	4	0.467500	
7	268435448	4	0.462547	
8	268435448	4	0.554899	
9	268435448	4	0.456288	
10	268435448	4	0.487641	
1	536870896	8	0.629256	
2	536870896	8	0.686116	
3	536870896	8	0.646772	
4	536870896	8	0.727208	
5	536870896	8	0.626230	
6	536870896	8	0.641253	
7	536870896	8	0.661563	
8	536870896	8	0.731988	
9	536870896	8	0.735768	
10	536870896	8	0.714040	
1	1073741792	16	0.545927	
2	1073741792	16	0.563088	
3	1073741792	16	0.563667	
4	1073741792	16	0.552040	
5	1073741792	16	0.547946	
6	1073741792	16	0.586346	
7	1073741792	16	0.579635	
8	1073741792	16	0.585790	
9	1073741792	16	0.580567	
10	1073741792	16	0.585434	

line:  3
1	134217724	1	0.639193	
2	134217724	1	0.640205	
3	134217724	1	0.683509	
4	134217724	1	0.639678	
5	134217724	1	0.639793	
6	134217724	1	0.639869	
7	134217724	1	0.641835	
8	134217724	1	0.640530	
9	134217724	1	0.639556	
10	134217724	1	0.639587	
1	268435448	2	0.776184	
2	268435448	2	0.759442	
3	268435448	2	0.812889	
4	268435448	2	0.798962	
5	268435448	2	0.713987	
6	268435448	2	0.715352	
7	268435448	2	0.800019	
8	268435448	2	0.715822	
9	268435448	2	0.715829	
10	268435448	2	0.715120	
1	536870896	4	0.906299	
2	536870896	4	0.984516	
3	536870896	4	1.147408	
4	536870896	4	0.996415	
5	536870896	4	0.962466	
6	536870896	4	1.007965	
7	536870896	4	0.949566	
8	536870896	4	0.990872	
9	536870896	4	0.839977	
10	536870896	4	0.940517	
1	1073741792	8	1.088180	
2	1073741792	8	1.161285	
3	1073741792	8	1.095597	
4	1073741792	8	1.073333	
5	1073741792	8	1.006448	
6	1073741792	8	1.082798	
7	1073741792	8	1.102740	
8	1073741792	8	1.063868	
9	1073741792	8	1.103944	
10	1073741792	8	1.055663	
1	2147483584	16	1.125152	
2	2147483584	16	1.182086	
3	2147483584	16	1.203108	
4	2147483584	16	1.202263	
5	2147483584	16	1.243131	
6	2147483584	16	1.196298	
7	2147483584	16	1.256310	
8	2147483584	16	1.218855	
9	2147483584	16	1.133468	
10	2147483584	16	1.207206	

